latitude,longitude
33.85973,-118.149
34.13384,-117.872
34.08993,-117.892
34.06242,-117.945
34.58437,-118.144
39.15216,-123.202
33.71546,-117.936
34.03699,-117.204
32.88506,-117.222
37.75657,-122.406
37.88594,-121.289
35.27801,-120.649
34.28973,-118.743
33.78023,-118.186
34.07,-118.12
33.81,-118.19
33.93085,-118.204
34.04932,-118.217
34.06348,-117.986
34.58437,-118.144
38.0041,-122.553
37.34023,-120.465
38.53937,-122.473
39.22808,-121.047
33.87333,-117.566
33.75113,-116.959
33.98,-117.38
33.91187,-117.195
32.99563,-117.057
33.0363,-117.284
37.48967,-122.224
40.1495,-122.218
37.69206,-121.88
37.95197,-121.776
35.38619,-119.043
34.1024,-118.105
33.93515,-118.131
34.09557,-118.291
34.06242,-117.945
33.91255,-118.099
33.83155,-118.293
39.22808,-121.047
38.57,-121.45
32.99563,-117.057
37.75657,-122.406
37.74804,-122.42
35.5543,-120.719
37.51052,-120.839
37.67,-120.98
37.55055,-121.974
37.95197,-121.776
40.7832,-124.142
33.89246,-118.294
34.22075,-118.531
34.06242,-117.945
34.02753,-118.486
33.93085,-118.204
34.58437,-118.144
33.18394,-117.29
38.12146,-121.285
37.48967,-122.224
37.67,-120.98
37.69837,-122.087
34.01614,-118.101
34.58437,-118.144
33.56279,-117.667
33.87333,-117.566
38.57,-121.47
34.13,-117.28
33.18394,-117.29
37.88594,-121.289
34.95198,-120.413
40.58562,-122.387
38.47087,-122.731
34.27458,-119.258
34.28973,-118.743
37.55055,-121.974
39.75743,-121.572
33.78023,-118.186
33.94917,-118.347
33.93515,-118.131
34.2198,-118.431
34.0298,-118.478
34.06348,-117.986
33.84725,-117.932
33.82482,-117.994
33.61222,-117.162
32.78,-117.01
38.12146,-121.285
40.58562,-122.387
38.4429,-122.701
37.97568,-120.369
34.27458,-119.258
37.69837,-122.087
37.95197,-121.776
36.74,-119.78
34.09557,-118.291
34.2198,-118.431
33.84,-118.36
33.95379,-118.003
33.83155,-118.293
38.46416,-121.417
34.1341,-117.278
32.99563,-117.057
37.78274,-122.442
34.21687,-119.158
37.55055,-121.974
37.69837,-122.087
36.84,-119.76
33.94917,-118.347
34.1,-118.3
34.02753,-118.486
34.39545,-118.554
33.89553,-117.186
37.77408,-122.454
35.27801,-120.649
37.51052,-120.839
36.06948,-119.027
34.20762,-118.882
37.69837,-122.087
37.98222,-121.805
32.78138,-115.498
34.01614,-118.101
34.19396,-118.463
34.03699,-117.204
33.18394,-117.29
,
37.74366,-121.434
37.68172,-122.472
37.25116,-121.944
37.33,-122
34.20762,-118.882
34.24177,-119.018
37.69206,-121.88
36.84,-119.76
36.86,-119.79
32.78138,-115.498
33.85973,-118.149
34.0298,-118.478
33.71546,-117.936
33.61222,-117.162
34.22075,-118.531
33.73793,-118.303
34.39545,-118.554
33.83155,-118.293
34.06348,-117.986
38.57,-121.45
37.80111,-121.197
36.98806,-121.984
36.74,-119.78
33.85973,-118.149
34.05324,-118.265
33.80801,-118.185
34.02753,-118.486
34.06284,-118.202
34.03699,-117.204
34.54053,-117.265
37.75657,-122.406
37.32714,-121.937
37.31346,-121.932
37.8,-121.2
37.98222,-121.805
34.06826,-118.123
34.03793,-118.375
33.80801,-118.185
34.13603,-118.038
33.70162,-117.955
33.78798,-117.89
33.55788,-117.184
33.47959,-117.104
33.18394,-117.29
37.33,-122
36.98806,-121.984
40.58562,-122.387
38.26097,-122.05
37.97568,-120.369
37.85645,-122.257
36.84246,-119.783
34.17067,-118.532
34.0298,-118.478
34.06888,-118.445
37.97568,-120.369
34.28973,-118.743
33.94917,-118.347
34.13384,-117.872
34.06826,-118.123
34.22075,-118.531
34.17198,-118.588
34.06348,-117.986
34.1341,-117.278
37.65806,-122.438
40.58562,-122.387
36.06948,-119.027
37.98222,-121.805
33.93515,-118.131
34.06826,-118.123
34.2791,-118.459
33.87333,-117.566
34.03699,-117.204
37.8,-121.2
34.20762,-118.882
34.21687,-119.158
37.55055,-121.974
36.86,-119.79
35.37323,-119.027
34.05324,-118.265
34.17198,-118.588
33.78798,-117.89
33.97641,-117.379
33.47959,-117.104
34.03699,-117.204
37.77408,-122.454
37.96125,-121.3
37.79736,-121.246
37.68172,-122.472
37.32714,-121.937
38.4429,-122.701
37.8923,-122.058
34.13565,-118.151
34.1284,-118.257
34.13603,-118.038
34.39545,-118.554
33.56279,-117.667
33.55788,-117.184
33.91187,-117.195
38.60197,-121.392
34.1341,-117.278
37.97,-121.29
34.95198,-120.413
34.1,-118.3
34.22075,-118.531
33.93085,-118.204
34.06311,-118.273
34.06888,-118.445
34.04932,-118.217
34.39545,-118.554
34.17198,-118.588
33.80327,-118.067
33.92573,-117.439
34.47093,-117.297
32.77963,-117.009
38.38949,-121.937
34.02319,-118.396
33.85973,-118.149
34.1284,-118.257
33.83155,-118.293
36.65909,-121.646
33.76418,-116.408
33.47959,-117.104
32.77963,-117.009
40.58562,-122.387
34.21687,-119.158
35.37323,-119.027
33.85973,-118.149
34.03793,-118.375
33.91712,-118.129
37.94651,-122.537
33.71546,-117.936
33.75113,-116.959
33.91187,-117.195
33.61222,-117.162
34.07163,-117.352
36.98806,-121.984
37.97568,-120.369
37.85645,-122.257
35.38619,-119.043
34.14951,-118.231
34.05324,-118.265
34.17067,-118.532
34.17198,-118.588
34.54053,-117.265
37.75657,-122.406
35.27801,-120.649
40.58562,-122.387
37.8923,-122.058
36.84,-119.76
32.78138,-115.498
34.17067,-118.532
33.89246,-118.294
39.22808,-121.047
33.71546,-117.936
33.89553,-117.186
38.46416,-121.417
34.07163,-117.352
32.99563,-117.057
33.0363,-117.284
33.12158,-117.119
37.75657,-122.406
38.12146,-121.285
37.23924,-121.802
37.66,-121
37.51052,-120.839
34.1024,-118.105
34.2791,-118.459
36.59827,-121.924
36.65909,-121.646
38.32363,-122.296
32.99563,-117.057
36.98806,-121.984
38.47087,-122.731
34.21687,-119.158
37.85645,-122.257
40.7832,-124.142
36.32562,-119.668
34.13565,-118.151
33.78926,-118.293
34.07709,-117.75
34.06284,-118.202
33.62526,-117.929
38.60197,-121.392
38.67223,-121.142
34.54053,-117.265
33.70162,-117.955
33.80327,-118.067
33.9063,-117.47
38.46416,-121.417
34.13,-117.28
37.78274,-122.442
37.75657,-122.406
34.95198,-120.413
37.32714,-121.937
34.14951,-118.231
34.1284,-118.257
34.05085,-118.216
33.55788,-117.184
33.47959,-117.104
38.60197,-121.392
35.27801,-120.649
37.48967,-122.224
34.95198,-120.413
37.69837,-122.087
36.84246,-119.783
34.6878,-118.157
34.06888,-118.445
34.19396,-118.463
34.1341,-117.278
36.98806,-121.984
37.51052,-120.839
37.97568,-120.369
37.82106,-122.262
37.69206,-121.88
37.70611,-122.169
40.7832,-124.142
34.06826,-118.123
34.02753,-118.486
33.60802,-117.708
33.83932,-116.545
33.55788,-117.184
38.67223,-121.142
32.80016,-117.155
37.25116,-121.944
33.83891,-118.356
34.05982,-118.21
34.17198,-118.588
33.71546,-117.936
37.23924,-121.802
37.8923,-122.058
34.17067,-118.532
34.1284,-118.257
33.91712,-118.129
33.85442,-117.843
33.0363,-117.284
37.79736,-121.246
37.51052,-120.839
37.82106,-122.262
37.95197,-121.776
36.83745,-119.66
33.80801,-118.185
34.17198,-118.588
33.84725,-117.932
33.7823,-117.865
38.76515,-121.249
38.56955,-121.452
34.03699,-117.204
34.1341,-117.278
37.68172,-122.472
34.42948,-119.723
37.82106,-122.262
37.8923,-122.058
35.38306,-119.018
34.13565,-118.151
34.08993,-117.892
33.93085,-118.204
33.84725,-117.932
33.87333,-117.566
33.76418,-116.408
37.31346,-121.932
37.8923,-122.058
37.98615,-122.038
34.06348,-117.986
33.70162,-117.955
33.80327,-118.067
33.85442,-117.843
33.91187,-117.195
32.77963,-117.009
37.79736,-121.246
33.93515,-118.131
34.09557,-118.291
34.0298,-118.478
33.7823,-117.865
33.9063,-117.47
38.60197,-121.392
37.31346,-121.932
34.21687,-119.158
37.70611,-122.169
34.20337,-118.629
32.61909,-117.024
33.0363,-117.284
37.77408,-122.454
37.66439,-120.996
37.51052,-120.839
35.39051,-119.006
33.96979,-118.049
33.84725,-117.932
33.7823,-117.865
34.95198,-120.413
37.36779,-122.078
34.1024,-118.105
34.06826,-118.123
34.2198,-118.431
34.22075,-118.531
33.83932,-116.545
33.97641,-117.379
37.79736,-121.246
37.36332,-121.848
37.23924,-121.802
38.26097,-122.05
38.38949,-121.937
34.27458,-119.258
37.85645,-122.257
40.7832,-124.142
34.05324,-118.265
34.1,-118.3
34.02753,-118.486
34.0298,-118.478
34.39545,-118.554
38.32363,-122.296
33.70162,-117.955
38.76515,-121.249
33.83932,-116.545
34.21687,-119.158
34.08993,-117.892
33.80801,-118.185
33.60802,-117.708
33.83932,-116.545
33.55788,-117.184
32.80016,-117.155
37.97075,-121.289
37.65806,-122.438
34.95198,-120.413
37.31346,-121.932
38.26097,-122.05
37.98222,-121.805
37.95197,-121.776
33.85973,-118.149
34.08993,-117.892
34.2198,-118.431
37.94651,-122.537
33.70162,-117.955
33.80327,-118.067
37.97075,-121.289
37.97568,-120.369
37.82106,-122.262
37.55847,-121.98
37.91304,-122.04
35.39051,-119.006
34.6878,-118.157
33.78926,-118.293
34.22075,-118.531
34.07709,-117.75
34.06888,-118.445
34.58437,-118.144
33.89349,-117.928
33.83932,-116.545
37.36779,-122.078
34.20762,-118.882
37.70611,-122.169
34.1024,-118.105
34.15486,-118.326
36.59827,-121.924
33.56279,-117.667
33.89349,-117.928
33.75113,-116.959
38.12146,-121.285
37.68172,-122.472
37.36332,-121.848
37.31346,-121.932
37.70611,-122.169
37.8923,-122.058
33.91712,-118.129
38.60197,-121.392
34.10056,-117.638
32.61909,-117.024
37.65806,-122.438
37.31346,-121.932
34.58437,-118.144
37.34023,-120.465
36.65909,-121.646
32.61909,-117.024
37.36779,-122.078
38.26097,-122.05
37.8,-121.2
37.70611,-122.169
35.38306,-119.018
34.03793,-118.375
33.96979,-118.049
37.34023,-120.465
33.56279,-117.667
37.36779,-122.078
37.55847,-121.98
34.6878,-118.157
34.14951,-118.231
37.34023,-120.465
38.47144,-121.424
34.54053,-117.265
34.20762,-118.882
39.1388,-121.593
40.7832,-124.142
34.06826,-118.123
33.85442,-117.843
33.75113,-116.959
37.79736,-121.246
37.433,-122.175
34.05324,-118.265
37.32714,-121.937
37.66868,-120.973
40.7832,-124.142
36.32562,-119.668
33.78926,-118.293
33.96979,-118.049
34.15486,-118.326
34.06284,-118.202
36.59827,-121.924
38.32363,-122.296
38.55438,-121.457
37.8,-121.2
37.70611,-122.169
34.6878,-118.157
33.96979,-118.049
34.05982,-118.21
34.54053,-117.265
37.59446,-122.383
37.36332,-121.848
35.39051,-119.006
36.65909,-121.646
33.47959,-117.104
38.60197,-121.392
38.46416,-121.417
34.10056,-117.638
37.78274,-122.442
34.42948,-119.723
37.32714,-121.937
34.15486,-118.326
36.65909,-121.646
33.91187,-117.195
37.76351,-122.457
38.26097,-122.05
36.83745,-119.66
38.56955,-121.452
34.10056,-117.638
33.18394,-117.29
37.78274,-122.442
36.84246,-119.783
34.2791,-118.459
38.32363,-122.296
33.83932,-116.545
34.42948,-119.723
37.69206,-121.88
34.14951,-118.231
33.71546,-117.936
33.56279,-117.667
33.78798,-117.89
33.60802,-117.708
33.18394,-117.29
38.12146,-121.285
37.59446,-122.383
33.80327,-118.067
33.89349,-117.928
33.97641,-117.379
38.12146,-121.285
37.82106,-122.262
37.55847,-121.98
36.32562,-119.668
34.13565,-118.151
34.15486,-118.326
34.06284,-118.202
33.89349,-117.928
37.76351,-122.457
37.59446,-122.383
33.91712,-118.129
36.59827,-121.924
37.78584,-122.421
34.17067,-118.532
38.12839,-122.247
37.66868,-120.973
34.6878,-118.157
34.20337,-118.629
36.65909,-121.646
38.47144,-121.424
34.10056,-117.638
37.66439,-120.996
34.27458,-119.258
35.38306,-119.018
34.6878,-118.157
36.32562,-119.668
34.2791,-118.459
34.2198,-118.431
34.27458,-119.258
37.91304,-122.04
34.13603,-118.038
36.59827,-121.924
33.76418,-116.408
32.75387,-117.164
39.1388,-121.593
34.2791,-118.459
34.13565,-118.151
33.89349,-117.928
33.61222,-117.162
37.65806,-122.438
33.96979,-118.049
37.34023,-120.465
33.60802,-117.708
33.7823,-117.865
33.76418,-116.408
33.97641,-117.379
39.1388,-121.593
32.75128,-117.16
37.23924,-121.802
33.89349,-117.928
34.05164,-117.261
34.54053,-117.265
37.36779,-122.078
36.84246,-119.783
33.56279,-117.667
38.66818,-121.312
34.10056,-117.638
37.97075,-121.289
37.433,-122.175
38.12839,-122.247
34.39545,-118.554
38.55438,-121.457
38.47144,-121.424
38.12839,-122.247
38.38949,-121.937
36.84246,-119.783
36.32562,-119.668
34.03793,-118.375
38.12839,-122.247
37.66868,-120.973
37.82402,-122.257
37.98615,-122.038
36.83745,-119.66
33.83891,-118.356
33.76418,-116.408
33.97641,-117.379
38.12839,-122.247
38.66818,-121.312
38.4429,-122.701
33.83891,-118.356
34.17067,-118.532
33.80801,-118.185
37.79736,-121.246
34.42948,-119.723
37.82402,-122.257
33.78926,-118.293
34.07709,-117.75
37.91304,-122.04
35.38306,-119.018
33.80801,-118.185
33.96979,-118.049
33.76418,-116.408
39.74226,-121.849
36.32562,-119.668
38.47144,-121.424
32.75387,-117.164
37.76351,-122.457
37.97075,-121.289
37.76351,-122.457
37.97075,-121.289
39.1388,-121.593
34.13565,-118.151
34.07709,-117.75
34.05982,-118.21
37.25116,-121.944
37.66439,-120.996
33.85442,-117.843
32.80016,-117.155
32.77963,-117.009
37.78274,-122.442
38.76515,-121.249
37.23924,-121.802
37.66868,-120.973
37.98615,-122.038
34.1341,-117.278
32.77963,-117.009
37.36779,-122.078
34.15486,-118.326
38.57045,-121.47
34.05982,-118.21
33.60802,-117.708
34.0725,-117.435
34.05164,-117.261
34.20762,-118.882
37.55847,-121.98
37.98615,-122.038
35.39051,-119.006
34.2791,-118.459
34.09875,-118.295
33.83891,-118.356
32.75128,-117.16
36.98806,-121.984
34.15486,-118.326
33.62526,-117.929
33.60802,-117.708
38.57045,-121.47
37.66868,-120.973
34.05982,-118.21
33.7823,-117.865
38.56955,-121.452
34.06888,-118.445
32.75128,-117.16
37.78274,-122.442
37.82402,-122.257
37.36332,-121.848
37.25116,-121.944
37.33459,-121.995
40.57204,-122.397
34.09875,-118.295
38.66818,-121.312
32.80016,-117.155
32.61909,-117.024
38.47144,-121.424
32.80016,-117.155
32.75387,-117.164
38.12839,-122.247
37.66868,-120.973
37.98615,-122.038
32.75128,-117.16
33.12586,-117.076
36.83745,-119.66
33.62526,-117.929
32.75128,-117.16
38.4429,-122.701
34.06284,-118.202
34.10056,-117.638
32.79287,-117.094
32.61909,-117.024
37.59446,-122.383
34.42948,-119.723
36.74252,-119.784
33.62526,-117.929
34.05164,-117.261
34.42948,-119.723
35.38306,-119.018
37.433,-122.175
33.62526,-117.929
40.57204,-122.397
37.55847,-121.98
38.74636,-121.251
38.55438,-121.457
32.79287,-117.094
38.76515,-121.249
35.38306,-119.018
34.14951,-118.231
32.80016,-117.155
32.88506,-117.222
37.25116,-121.944
38.57045,-121.47
37.78584,-122.421
33.83891,-118.356
37.78584,-122.421
37.82402,-122.257
36.83745,-119.66
32.75387,-117.164
37.66439,-120.996
37.98615,-122.038
38.76515,-121.249
38.55438,-121.457
39.74226,-121.849
38.55438,-121.457
38.57045,-121.47
39.74226,-121.849
37.97075,-121.289
39.74226,-121.849
37.91304,-122.04
33.78926,-118.293
34.07709,-117.75
34.06888,-118.445
32.75387,-117.164
37.23924,-121.802
37.33459,-121.995
40.57204,-122.397
34.05982,-118.21
33.85442,-117.843
38.55438,-121.457
36.83707,-119.764
34.09875,-118.295
32.75128,-117.16
37.82106,-122.262
37.91304,-122.04
36.74252,-119.784
34.14951,-118.231
38.56955,-121.452
33.85442,-117.843
37.433,-122.175
39.74226,-121.849
32.88506,-117.222
38.74636,-121.251
37.33459,-121.995
33.81191,-118.343
39.1388,-121.593
37.82402,-122.257
36.83745,-119.66
35.39051,-119.006
34.13603,-118.038
36.59827,-121.924
33.7823,-117.865
37.66439,-120.996
38.66818,-121.312
33.12586,-117.076
33.78926,-118.293
33.62526,-117.929
38.74636,-121.251
34.0725,-117.435
32.79287,-117.094
40.57204,-122.397
37.91304,-122.04
33.81191,-118.343
34.09875,-118.295
38.47144,-121.424
40.57204,-122.397
39.1388,-121.593
34.07709,-117.75
37.79149,-122.431
36.74252,-119.784
34.13603,-118.038
34.0725,-117.435
34.05164,-117.261
32.88506,-117.222
34.0725,-117.435
36.83707,-119.764
35.39051,-119.006
33.83891,-118.356
36.83707,-119.764
38.76515,-121.249
37.79149,-122.431
33.12586,-117.076
37.76351,-122.457
38.56955,-121.452
37.76351,-122.457
38.4429,-122.701
34.09875,-118.295
38.57045,-121.47
34.0725,-117.435
37.433,-122.175
40.57204,-122.397
33.12586,-117.076
38.74636,-121.251
37.79149,-122.431
38.66818,-121.312
38.66818,-121.312
33.12586,-117.076
33.81191,-118.343
37.433,-122.175
38.56955,-121.452
36.32753,-119.293
37.82402,-122.257
36.74252,-119.784
39.74226,-121.849
36.32753,-119.293
32.75387,-117.164
37.33459,-121.995
36.83707,-119.764
37.66439,-120.996
34.0725,-117.435
32.79287,-117.094
33.81191,-118.343
34.05164,-117.261
36.74252,-119.784
38.74636,-121.251
34.05164,-117.261
32.88506,-117.222
33.81191,-118.343
38.74636,-121.251
36.32753,-119.293
34.09875,-118.295
32.88506,-117.222
37.33459,-121.995
37.33459,-121.995
32.79287,-117.094
32.79287,-117.094
36.83707,-119.764
36.32753,-119.293
33.81191,-118.343
36.32753,-119.293
36.83707,-119.764
38.57045,-121.47
36.32753,-119.293
36.74252,-119.784
34.07681,-118.38
34.07681,-118.38
34.07681,-118.38
34.07681,-118.38
34.07681,-118.38
34.07681,-118.38
40.10195,-123.792
,
33.66177,-117.773
39.80517,-120.462
37.74761,-122.458
40.10195,-123.792
,
33.8849,-118.161
33.66177,-117.773
39.80517,-120.462
32.9,-117.24
37.74761,-122.458
37.51,-120.84
36.15152,-120.34
40.10195,-123.792
33.66177,-117.773
39.80517,-120.462
34.26583,-117.167
40.10195,-123.792
36.6084,-118.058
33.66177,-117.773
39.80517,-120.462
34.26583,-117.167
37.74761,-122.458
36.15152,-120.34
36.6084,-118.058
33.66177,-117.773
40.30547,-121.233
37.74761,-122.458
38.39825,-122.821
40.73784,-122.94
36.84034,-119.76
36.82531,-119.781
33.66177,-117.773
39.80517,-120.462
33.81487,-116.439
38.39825,-122.821